champion,category,errorMessage
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:82:1
show all markers,TwistedFate,Cannot convert undefined or null to object,TypeError: Cannot convert undefined or null to object
    at Function.keys (<anonymous>)
    at Module.showAllMarkerPositions (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_analyser/marker/markerTools.js:12:29)
    at async analyseProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:85:23)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:82:1
show all markers,XinZhao,Cannot convert undefined or null to object,TypeError: Cannot convert undefined or null to object
    at Function.keys (<anonymous>)
    at Module.showAllMarkerPositions (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/lol_analyser/marker/markerTools.js:12:29)
    at async analyseProcedure (file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:85:23)
    at async file:///home/nox/MEGAsync/GitHub/JavaScript/lol/dataManager/dataManager.js:82:1
singleChampions.js: calculate singleChampion error,Zyra,champion is not defined,champion is not defined
singleChampions.js: calculate singleChampion error,Aatrox,ENOENT: no such file or directory. open '../data/aatrox_data.json',ENOENT: no such file or directory, open '../data/aatrox_data.json'
singleChampions.js: calculate singleChampion error,Aatrox,ENOENT: no such file or directory. open 'aatrox_data.json',ENOENT: no such file or directory, open 'aatrox_data.json'
singleChampions.js: calculate singleChampion error,Ahri,ENOENT: no such file or directory. open 'ahri_data.json',ENOENT: no such file or directory, open 'ahri_data.json'
singleChampions.js: calculate singleChampion error,Akali,ENOENT: no such file or directory. open 'akali_data.json',ENOENT: no such file or directory, open 'akali_data.json'
singleChampions.js: calculate singleChampion error,Akshan,ENOENT: no such file or directory. open 'akshan_data.json',ENOENT: no such file or directory, open 'akshan_data.json'
singleChampions.js: calculate singleChampion error,Alistar,ENOENT: no such file or directory. open 'alistar_data.json',ENOENT: no such file or directory, open 'alistar_data.json'
singleChampions.js: calculate singleChampion error,Amumu,ENOENT: no such file or directory. open 'amumu_data.json',ENOENT: no such file or directory, open 'amumu_data.json'
singleChampions.js: calculate singleChampion error,Anivia,ENOENT: no such file or directory. open 'anivia_data.json',ENOENT: no such file or directory, open 'anivia_data.json'
singleChampions.js: calculate singleChampion error,Annie,ENOENT: no such file or directory. open 'annie_data.json',ENOENT: no such file or directory, open 'annie_data.json'
singleChampions.js: calculate singleChampion error,Aphelios,ENOENT: no such file or directory. open 'aphelios_data.json',ENOENT: no such file or directory, open 'aphelios_data.json'
singleChampions.js: calculate singleChampion error,Ashe,ENOENT: no such file or directory. open 'ashe_data.json',ENOENT: no such file or directory, open 'ashe_data.json'
singleChampions.js: calculate singleChampion error,AurelionSol,ENOENT: no such file or directory. open 'aurelionsol_data.json',ENOENT: no such file or directory, open 'aurelionsol_data.json'
singleChampions.js: calculate singleChampion error,Azir,ENOENT: no such file or directory. open 'azir_data.json',ENOENT: no such file or directory, open 'azir_data.json'
singleChampions.js: calculate singleChampion error,Bard,ENOENT: no such file or directory. open 'bard_data.json',ENOENT: no such file or directory, open 'bard_data.json'
singleChampions.js: calculate singleChampion error,Aatrox,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Ahri,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Akali,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Akshan,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Alistar,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Amumu,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Anivia,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Annie,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Aphelios,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Ashe,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,AurelionSol,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Azir,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Bard,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Bel'Veth,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Blitzcrank,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Brand,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Braum,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Caitlyn,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Camille,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Cassiopeia,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Cho'Gath,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Corki,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Darius,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Diana,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Dr.Mundo,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Draven,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Ekko,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Elise,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Evelynn,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Ezreal,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Fiddlesticks,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Fiora,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Fizz,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Galio,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Gangplank,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Garen,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Gnar,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Gragas,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Graves,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Gwen,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Hecarim,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Heimerdinger,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Illaoi,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Irelia,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Ivern,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Janna,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,JarvanIV,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Jax,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Jayce,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Jhin,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Jinx,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Kai'Sa,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Kalista,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Karma,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Karthus,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Kassadin,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Katarina,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Kayle,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Kayn,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Kennen,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Kha'Zix,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Kindred,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Kled,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Kled&Skaarl,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Kog'Maw,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,LeBlanc,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,LeeSin,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Leona,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Lillia,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Lissandra,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Lucian,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Lulu,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Lux,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Malphite,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Malzahar,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Maokai,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,MasterYi,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,MegaGnar,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,MissFortune,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Mordekaiser,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Morgana,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Nami,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Nasus,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Nautilus,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Neeko,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Nidalee,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Nilah,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Nocturne,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Nunu&Willump,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Olaf,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Orianna,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Ornn,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Pantheon,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Poppy,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Pyke,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Qiyana,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Quinn,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Rakan,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Rammus,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Rek'Sai,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Rell,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,RenataGlasc,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Renekton,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Rengar,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Riven,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Rumble,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Ryze,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Samira,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Sejuani,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Senna,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Seraphine,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Sett,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Shaco,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Shen,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Shyvana,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Singed,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Sion,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Sivir,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Skarner,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Sona,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Soraka,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Swain,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Sylas,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Syndra,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,TahmKench,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Taliyah,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Talon,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Taric,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Teemo,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Thresh,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Tristana,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Trundle,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Tryndamere,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,TwistedFate,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Twitch,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Udyr,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Urgot,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Varus,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Vayne,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Veigar,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Vel'Koz,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Vex,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Vi,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Viego,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Viktor,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Vladimir,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Volibear,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Warwick,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Wukong,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Xayah,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Xerath,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,XinZhao,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Yasuo,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Yone,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Yorick,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Yuumi,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Zac,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Zed,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Zeri,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Ziggs,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Zilean,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Zoe,itemTools.loadItems is not a function,itemTools.loadItems is not a function
singleChampions.js: calculate singleChampion error,Aatrox,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Ahri,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Akali,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Akshan,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Alistar,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Amumu,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Anivia,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Annie,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Aphelios,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Ashe,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,AurelionSol,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Azir,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Bard,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Bel'Veth,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Blitzcrank,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Brand,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Braum,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Caitlyn,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Camille,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Cassiopeia,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Cho'Gath,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Corki,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Darius,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Diana,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Dr.Mundo,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Draven,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Ekko,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Elise,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Evelynn,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Ezreal,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Fiddlesticks,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Fiora,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Fizz,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Galio,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Gangplank,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Garen,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Gnar,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Gragas,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Graves,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Gwen,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Hecarim,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Heimerdinger,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Illaoi,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Irelia,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Ivern,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Janna,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,JarvanIV,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Jax,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Jayce,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Jhin,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Jinx,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Kai'Sa,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Kalista,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Karma,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Karthus,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Kassadin,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Katarina,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Kayle,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Kayn,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Kennen,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Kha'Zix,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Kindred,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Kled,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Kled&Skaarl,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,Kog'Maw,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
singleChampions.js: calculate singleChampion error,LeBlanc,Cannot read properties of undefined (reading 'start'),Cannot read properties of undefined (reading 'start')
